"Make","Model","Price","Year","Kilometer","Engine","Max.Power","Max.Torque","Length","Width","Seating.Capacity","Fuel.Tank.Capacity"
"Mahindra","XUV700 AX 7 Diesel AT 7 STR",2540000,2022,"18000",2184,182,450,"4695",1890,7,60
"Maruti Suzuki","Wagon R LXi (O) 1.0 CNG [2019-2020]",525000,2019,"50000",998,58,78,"3655",1620,5,60
"Hyundai","Grand i10 Sportz (O) 1.2 Kappa VTVT [2017-2018]",425000,2015,"48000",1197,81,114,"3765",1660,5,43
"Hyundai","Elite i20 Sportz 1.2 IVT",795000,2022,"4000",1197,87,115,"3995",1775,5,37
"Hyundai","Verna Fluidic 1.6 CRDi",565000,2014,"68000",1582,128,260,"4370",1700,5,43
"BMW","5-Series 520d Luxury Line",2550000,2015,"70000",1995,190,400,"4899",2094,5,65
"Hyundai","i20 Active 1.2 S",529000,2015,"57654",1197,82,115,"3995",1760,5,45
"Maruti Suzuki","Alto VXi (O)",400000,2019,"22000",998,67,90,"3545",1490,5,35
"Maruti Suzuki","XL6 Zeta MT Petrol",975000,2019,"41792",1462,103,138,"4445",1775,6,45
"BMW","X1 sDrive20d Expedition",2600000,2017,"41000",1995,188,400,"4439",1821,5,51
"Mercedes-Benz","GL-Class 350 CDI",2390000,2013,"107021",2987,258,619,"5120",1934,7,100
"Kia","Seltos GTX Plus 1.4 [2020-2021]",1550000,2019,"17000",1353,138,242,"4315",1800,5,50
"Maruti Suzuki","Alto VXi AMT",430000,2019,"57993",998,67,90,"3545",1490,5,35
"Maruti Suzuki","Baleno Delta 1.2",600000,2018,"32000",1197,83,115,"3995",1745,5,37
"Toyota","Corolla Altis VL AT Petrol",1650000,2018,"25914",1798,138,173,"4620",1775,5,55
"Audi","Q7 Technology 55 TFSI",9400000,2022,"4500",2995,335,500,"5064",1970,7,85
"Maruti Suzuki","Alto VXi",250000,2014,"114000",998,67,90,"3620",1475,5,35
"Mahindra","XUV500 W10 AT",994999,2016,"105000",2179,138,330,"4585",1890,7,70
"Maruti Suzuki","Vitara Brezza LDi (O) [2016-2018]",675000,2016,"45000",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Swift DZire VXI",455000,2014,"30183",1197,85,114,"3995",1695,5,42
"Maruti Suzuki","Wagon R VXI",345000,2016,"73190",998,67,90,"3599",1495,5,35
"BMW","X1 sDrive20i xLine",4700000,2022,"13120",1998,189,280,"4447",1821,5,51
"Hyundai","Elantra 1.8 SX MT",700000,2014,"64000",1797,147,177,"4530",1775,5,56
"Honda","City E Diesel",499000,2014,"140000",1498,99,200,"4440",1695,5,40
"Maruti Suzuki","Ciaz VXi",590000,2015,"39000",1373,91,130,"4490",1730,5,43
"Nissan","Micra XV CVT [2016-2017]",490000,2014,"56918",1198,76,104,"3825",1665,5,41
"Maruti Suzuki","DZire VDi AMT",695000,2018,"55000",1248,74,190,"3995",1735,5,37
"Hyundai","Venue SX 1.4 CRDi",1025000,2019,"42000",1396,89,220,"3995",1770,5,45
"Volkswagen","Tiguan AllSpace 2.0 TSI",3375000,2021,"25000",1984,188,320,"4701",1839,7,60
"Toyota","Innova 2.4 VX 8 STR [2016-2020]",2250000,2019,"28000",2393,148,343,"4735",1830,8,55
"Mercedes-Benz","GLA 200 d Sport",2650000,2018,"43000",2143,134,300,"4424",1804,5,50
"Maruti Suzuki","Baleno Delta 1.2",715000,2021,"16000",1197,83,115,"3995",1745,5,37
"Hyundai","Creta SX 1.6 AT CRDi",1200000,2019,"27657",1582,126,260,"4270",1780,5,55
"Hyundai","Eon 1.0 Kappa Magna + [2014-2016]",275000,2012,"30000",998,68,94,"3515",1500,5,32
"Honda","City 1.5 V MT",445000,2012,"111000",1497,116,146,"4440",1695,5,42
"Mercedes-Benz","A-Class A 200d",1850000,2016,"37600",2143,134,300,"4299",1780,4,50
"Maruti Suzuki","Baleno Alpha 1.3",665000,2017,"48000",1248,74,190,"3995",1745,5,37
"Hyundai","Creta EX 1.4 CRDi",1090000,2019,"37000",1396,89,220,"4270",1780,5,55
"Mercedes-Benz","S-Class S 350 CDI",5500000,2015,"54000",2987,255,620,"5246",1899,5,70
"Audi","A6 35 TDI Matrix",2400000,2017,"81802",1968,190,400,"4933",1874,5,75
"Hyundai","Verna SX Plus 1.6 CRDi AT",1085000,2018,"45915",1582,126,260,"4440",1729,5,45
"Hyundai","Alcazar Signature (O) 6 STR 2.0 Petrol AT",2140000,2021,"24000",1999,157,191,"4500",1790,6,50
"Honda","Amaze 1.2 V CVT Petrol [2018-2020]",795000,2019,"22224",1199,89,110,"3995",1695,5,35
"Maruti Suzuki","Ertiga VXI CNG",1080000,2021,"38000",1373,94,130,"4296",1695,7,45
"Honda","Amaze 1.2 S MT Petrol [2018-2020]",628000,2018,"53848",1199,89,110,"3995",1695,5,35
"BMW","3-Series 320d Luxury Line",1550000,2013,"104264",1995,188,400,"4633",1811,5,57
"Mercedes-Benz","E-Class E 200",2400000,2016,"61159",1991,184,300,"4879",1854,5,80
"Honda","City VX (O) MT",595000,2015,"72000",1497,117,145,"4440",1695,5,40
"Land Rover","Evoque SE",3450000,2016,"29000",2179,188,420,"4465",1900,5,57
"Honda","WR-V VX MT Petrol",819999,2018,"42000",1199,89,110,"3999",1734,5,40
"Audi","Q5 2.0 TDI quattro Premium Plus",1490000,2012,"40000",1968,174,380,"4629",1898,5,75
"Mahindra","XUV300 1.5 W6 [2019-2020]",950000,2020,"57400",1497,115,300,"3995",1821,5,42
"Jaguar","XF Prestige Diesel CBU",3750000,2019,"13500",1999,177,430,"5067",2091,5,66
"Mercedes-Benz","C-Class C200 Progressive",4950000,2021,"12400",1991,201,300,"4686",1810,5,66
"Jeep","Compass Model S (O) Diesel 4x4 AT",2950000,2021,"38000",1956,168,350,"4405",1818,5,60
"Toyota","Fortuner 3.0 4x4 MT",1290000,2012,"121000",2982,169,343,"4705",1840,7,80
"Toyota","Etios Liva GD",625000,2015,"76000",1364,67,170,"3775",1695,5,45
"Mahindra","XUV500 W10",1490000,2018,"50000",2179,138,330,"4585",1890,7,70
"Mahindra","XUV500 W10 AT",1190000,2017,"41470",2179,138,330,"4585",1890,7,70
"Mahindra","Scorpio VLX 2WD Airbag BS-IV",625000,2013,"170000",2179,120,290,"4430",1817,8,60
"Land Rover","Range Rover Sport SDV6 HSE",5375000,2014,"80000",2993,289,600,"4879",2073,5,77
"Honda","City ZX CVT Petrol [2017-2019]",1138000,2018,"6000",1497,117,145,"4440",1695,5,40
"Audi","A4 1.8 TFSI Multitronic Premium Plus",4250000,2021,"17000",1798,170,320,"4701",1826,5,63
"Honda","Brio S MT",365000,2014,"31000",1198,87,109,"3610",1680,5,35
"Chevrolet","Cruze LTZ AT",475000,2014,"73265",1998,164,380,"4597",1788,5,60
"Hyundai","Creta SX 1.6 CRDi",1225000,2019,"47000",1582,126,260,"4270",1780,5,55
"Maruti Suzuki","Ertiga VDI SHVS",725000,2017,"42000",1248,89,200,"4296",1695,7,45
"Mercedes-Benz","GLA 200 CDI Sport",2450000,2017,"25000",2143,134,300,"4417",1804,5,50
"Maruti Suzuki","DZire VXi AMT",695000,2018,"68818",1197,82,113,"3995",1735,5,37
"Toyota","Innova 2.8 ZX AT 7 STR [2016-2020]",2200000,2018,"57000",2755,172,360,"4735",1830,7,55
"Honda","Amaze 1.5 VX CVT Diesel",950000,2020,"39000",1498,79,160,"3995",1695,5,35
"Toyota","Innova ZX 2.7 AT 7 STR",2598000,2022,"12050",2694,164,245,"4735",1830,7,65
"Honda","Jazz VX Petrol",585000,2017,"24100",1199,89,110,"3955",1694,5,40
"Ford","Aspire Titanium 1.2 Ti-VCT",434999,2017,"23000",1196,87,112,"3995",1695,5,42
"Maruti Suzuki","Ciaz Delta 1.5 Diesel",910000,2019,"76000",1498,94,225,"4490",1730,5,43
"Maruti Suzuki","Celerio VXi",565000,2020,"47000",998,67,90,"3695",1600,5,35
"Toyota","Urban Cruiser Premium Grade AT",1050000,2021,"1910",1462,103,138,"3995",1790,5,48
"Hyundai","Creta E Plus 1.4 CRDI",990000,2019,"23000",1396,89,224,"4270",1780,5,60
"Audi","A3 35 TDI Premium Plus",2590000,2020,"36978",1968,141,320,"4456",1796,5,50
"Mahindra","XUV500 W8 AWD [2015-2017]",1000000,2016,"33000",2179,138,330,"4585",1890,7,70
"Hyundai","i10 1.1L iRDE ERA Special Edition",254999,2012,"18954",1086,68,99,"3585",1595,5,35
"Hyundai","Verna Fluidic 1.6 VTVT SX AT",598000,2015,"58200",1591,121,158,"4370",1700,5,43
"Hyundai","Elite i20 Asta 1.4 (O) CRDi",560000,2016,"80000",1396,89,220,"3985",1734,5,40
"Audi","A4 2.0 TDI (177bhp) Premium",975000,2011,"75000",1968,177,380,"4701",1826,5,63
"Audi","A3 35 TDI Premium",2600000,2017,"64000",1968,141,320,"4456",1796,5,50
"Skoda","Rapid Ambition 1.6 TDI CR MT",745000,2016,"117048",1598,105,250,"4386",1699,5,55
"Hyundai","Grand i10 Asta 1.2 Kappa VTVT",495000,2017,"47000",1197,81,114,"3765",1660,5,43
"Audi","A3 40 TFSI Premium Plus + sunroof",2450000,2018,"43290",1798,178,250,"4456",1796,5,50
"Mercedes-Benz","C-Class C 220 CDI Avantgarde",2850000,2016,"7000",2143,168,400,"4686",1810,5,66
"Mahindra","Scorpio S10",925000,2016,"150000",2179,120,280,"4456",1820,8,60
"Toyota","Fortuner 3.0 4x2 AT",1075000,2013,"125000",2982,169,360,"4705",1840,7,80
"Mercedes-Benz","E-Class E 350 d Exclusive [2017-2019]",6225000,2019,"42079",2987,255,620,"5063",1860,5,80
"Audi","A6 2.0 TDI Premium",1500000,2014,"69000",1968,177,380,"4915",1874,5,65
"Mitsubishi","Pajero SFX 2.8",625000,2011,"40000",2835,118,292,"4755",1775,5,92
"Toyota","Etios G",325000,2011,"101347",1496,90,132,"4265",1695,5,45
"Mahindra","Marazzo M6 Plus 8 STR",1485000,2021,"36700",1497,121,300,"4585",1866,8,45
"Audi","A6 3.0 TDI quattro Premium",1650000,2012,"240000",2967,245,500,"4915",1874,5,75
"Audi","A3 35 TDI Premium",1800000,2014,"76529",1968,141,320,"4456",1796,5,50
"Toyota","Innova 2.5 VX 7 STR BS-III",1290000,2014,"85000",2494,100,200,"4585",1760,7,55
"Nissan","Terrano XL D Plus",600000,2016,"99000",1461,84,200,"4331",1822,5,50
"Hyundai","Grand i10 Asta AT 1.2 Kappa VTVT [2013-2016]",436000,2014,"37959",1197,79,112,"3765",1660,5,43
"Toyota","Fortuner 2.8 4x4 AT [2016-2020]",4300000,2021,"60000",2755,174,450,"4795",1855,7,80
"Datsun","Go T (O)",270000,2017,"27000",1198,67,104,"3785",1635,5,35
"Hyundai","Creta SX 1.4 Turbo 7 DCT",1911000,2022,"1300",1353,138,242,"4300",1790,5,50
"BMW","X5 xDrive30d xLine",8600000,2020,"21696",2993,262,620,"4922",2004,5,80
"Mercedes-Benz","C-Class C 220d Progressive [2018-2019]",3900000,2019,"33000",1950,192,400,"4686",1810,5,66
"Volvo","V40 D3 R-Design",2000000,2016,"6000",1984,150,350,"4370",1783,5,60
"Hyundai","Santro Sportz AMT [2018-2020]",465000,2019,"19000",1086,68,99,"3610",1645,5,35
"Honda","City V",875000,2019,"58618",1497,117,145,"4440",1695,5,40
"Mahindra","TUV300 T6 Plus",850000,2019,"85641",1493,100,240,"3995",1835,7,60
"Renault","Kwid 1.0 RXT AMT Opt",426999,2020,"41669",999,67,91,"3679",1579,5,28
"Mercedes-Benz","GLE 300d 4MATIC LWB",9200000,2022,"10000",1950,241,500,"4924",2157,5,93
"Hyundai","Creta 1.6 SX",1035000,2018,"36000",1582,126,265,"4270",1780,5,60
"Maruti Suzuki","DZire ZXi",695000,2018,"31000",1197,89,113,"3995",1735,5,37
"BMW","X1 sDrive20d xLine",3675000,2020,"37180",1995,184,350,"4454",2044,5,63
"Mahindra","Thar LX 4-STR Hard Top Diesel AT",1700000,2021,"14000",2184,130,300,"3985",1820,4,57
"Tata","Tiago Revotron XZ",449000,2018,"53512",1199,84,114,"3746",1647,5,35
"MG","Gloster Sharp 6 STR 2.0 Twin Turbo 4WD",3950000,2021,"40000",1996,215,480,"4985",1926,6,75
"Hyundai","Elite i20 Sportz 1.4",565000,2015,"65000",1396,89,220,"3985",1734,5,45
"BMW","X1 sDrive20d xLine",3775000,2019,"32963",1995,184,350,"4454",2044,5,63
"Mercedes-Benz","E-Class E220 CDI Blue Efficiency",1275000,2012,"101000",2143,231,400,"4868",1854,5,80
"Renault","Kwid 1.0 RXT Edition",375000,2018,"14000",999,67,91,"3679",1579,5,28
"Maruti Suzuki","Vitara Brezza ZDi",949000,2018,"50500",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Swift ZDi Plus",775000,2019,"80849",1248,74,190,"3840",1735,5,37
"Audi","A6 2.0 TDI Premium Plus",1800000,2014,"19868",1968,177,380,"4915",1874,5,65
"Honda","City VX CVT",825000,2016,"45000",1497,117,145,"4440",1695,5,40
"Hyundai","Santro Magna [2018-2020]",509999,2019,"30858",1086,68,99,"3610",1645,5,35
"Mahindra","Scorpio S11 2WD 7 STR",1350000,2018,"56500",2179,140,320,"4456",1820,7,60
"Hyundai","Grand i10 Sportz 1.2 Kappa VTVT [2016-2017]",650000,2020,"37003",1197,81,114,"3765",1660,5,43
"Honda","City ZX Diesel",1490000,2021,"11000",1498,99,200,"4440",1695,5,40
"Maruti Suzuki","Baleno Sigma 1.2",545000,2016,"53000",1197,83,115,"3995",1745,5,37
"BMW","3-Series 320d Luxury Line",2950000,2018,"75000",1995,188,400,"4633",1811,5,57
"Audi","Q3 2.0 TDI quattro Premium",1850000,2013,"44087",1968,174,380,"4385",1831,5,64
"Mercedes-Benz","E-Class E250 CDI Avantgarde",1750000,2014,"59000",2143,204,500,"4879",1854,5,80
"Audi","Q7 45 TDI Premium Plus",5500000,2017,"45000",2967,245,600,"5052",1968,7,75
"Nissan","Sunny XV Diesel",360000,2013,"92000",1461,85,200,"4425",1695,5,41
"Ford","Ecosport Titanium 1.5L Ti-VCT",625000,2019,"48422",1497,121,150,"3998",1765,5,52
"BMW","3-Series 320d Luxury Line",4150000,2019,"29000",1995,188,400,"4633",1811,5,57
"Mahindra","Thar LX 4-STR Hard Top Diesel MT",1698999,2021,"37500",2184,130,300,"3985",1820,4,57
"Maruti Suzuki","Baleno Delta 1.2",484999,2018,"62000",1197,83,115,"3995",1745,5,37
"Audi","A4 30 TFSI Premium Plus",4250000,2020,"17000",1395,148,250,"4726",1842,5,54
"Maruti Suzuki","Ertiga VXI CNG",800000,2017,"76642",1373,94,130,"4296",1695,7,45
"Hyundai","Creta SX 1.6 (O) Petrol",1275000,2019,"44000",1591,122,151,"4270",1780,5,55
"Porsche","718 Boxster",9500000,2018,"20000",1988,295,380,"4379",1801,2,54
"BMW","3-Series 320d Luxury Line",1375000,2013,"102000",1995,188,400,"4633",1811,5,57
"Hyundai","Creta SX 1.5 Diesel [2020-2022]",1700000,2022,"9000",1493,113,250,"4300",1790,5,50
"Mahindra","XUV500 W6 2013",500000,2013,"135000",2179,140,330,"4585",1890,7,70
"Mercedes-Benz","GLC 220d 4MATIC Progressive [2019-2021]",6800000,2020,"14500",1950,192,400,"4658",1890,5,66
"Maruti Suzuki","DZire VXi AMT",715000,2019,"31552",1197,82,113,"3995",1735,5,37
"Maruti Suzuki","Wagon R VXI+ AMT",380000,2016,"70000",998,67,90,"3636",1475,5,35
"Honda","Brio E MT",375000,2016,"35134",1198,87,109,"3610",1680,5,35
"Land Rover","Range Rover Sport SDV6 SE",7200000,2016,"45000",2993,289,600,"4879",2073,5,77
"Mercedes-Benz","GLE 300d 4MATIC LWB",8190000,2020,"18000",1950,241,500,"4924",2157,5,93
"Maruti Suzuki","Swift ZXi AMT [2018-2019]",695000,2018,"8000",1197,82,113,"3840",1735,5,37
"Hyundai","Creta 1.6 SX (O)",875000,2016,"62125",1582,126,265,"4270",1780,5,60
"Land Rover","Discovery Sport HSE Luxury",3500000,2016,"78000",1999,177,430,"4600",2069,7,65
"Hyundai","i20 Active 1.2 SX",685000,2018,"64300",1197,82,115,"3995",1760,5,40
"Tata","Safari XZ Plus",1875000,2021,"28000",1956,168,350,"4661",1894,7,50
"Skoda","Octavia 1.8 TSI Ambition Plus AT",1685000,2017,"28600",1798,177,250,"4659",1814,5,50
"Audi","A6 35 TDI Matrix",2550000,2015,"69500",1968,190,400,"4933",1874,5,75
"Hyundai","Creta SX 1.6 CRDI",869999,2017,"70000",1582,126,265,"4270",1780,5,60
"Mahindra","Thar CRDe 4x4 AC",875000,2018,"24000",2498,105,247,"3920",1726,6,60
"Audi","Q3 2.0 TDI quattro Premium",1390000,2012,"69500",1968,174,380,"4385",1831,5,64
"Maruti Suzuki","Vitara Brezza VDi (O) [2016-2018]",825000,2019,"25500",1248,89,200,"3995",1790,5,48
"Maruti Suzuki","Ciaz Zeta 1.4 AT",785000,2017,"20000",1373,91,130,"4490",1730,5,43
"Mercedes-Benz","GLA 200 CDI Sport",2145000,2016,"55000",2143,134,300,"4417",1804,5,50
"Maruti Suzuki","Eeco 5 STR WITH HTR CNG [2018-2019]",590000,2021,"8640",1196,73,101,"3675",1475,5,40
"Jaguar","XJ 3.0 Petrol",2550000,2013,"65000",2995,335,450,"5247",2110,5,83
"Mercedes-Benz","E-Class E 220 d Avantgarde",6500000,2019,"5750",1950,192,400,"5063",1860,5,80
"Volkswagen","Polo Highline1.2L (P)",490000,2015,"50000",1198,74,110,"3971",1682,5,45
"BMW","7-Series 730Ld DPE",5950000,2017,"28000",2993,262,620,"5219",1902,4,78
"Renault","Kwid 1.0 RXT [2016-2019]",420000,2017,"43000",999,67,91,"3679",1579,5,28
"Hyundai","Tucson GL 2WD AT Diesel",2395000,2019,"44876",1995,182,400,"4475",1850,5,62
"Hyundai","i20 Sportz 1.4 CRDI",360000,2013,"95610",1336,89,219,"3995",1710,5,45
"Nissan","Sunny XV Diesel",325000,2013,"51000",1461,85,200,"4425",1695,5,41
"Land Rover","Evoque Dynamic SD4",2300000,2013,"110000",2179,190,420,"4355",2120,5,57
"Maruti Suzuki","Ertiga Vxi CNG",642000,2014,"53693",1373,82,110,"4265",1695,7,60
"Hyundai","Eon Era +",290000,2018,"70000",814,55,75,"3495",1550,5,32
"Hyundai","Grand i10 Asta 1.2 Kappa VTVT [2013-2016]",390000,2014,"57000",1197,81,114,"3765",1660,5,43
"Toyota","Corolla Altis 1.8 G AT",890000,2014,"63000",1798,138,173,"4540",1760,5,55
"Maruti Suzuki","Swift LXi",440000,2016,"53807",1197,83,115,"3850",1695,5,42
"Maruti Suzuki","Ciaz Delta 1.4 MT",721000,2018,"46000",1373,91,130,"4490",1730,5,43
"Skoda","Octavia 1.8 TSI L&K",1515000,2018,"67546",1798,177,250,"4670",1814,5,50
"Land Rover","Discovery Sport SE R-Dynamic Petrol",7000000,2021,"14500",1997,245,365,"4600",2069,7,70
"Honda","City V",949000,2018,"37100",1497,117,145,"4440",1695,5,40
"Mercedes-Benz","E-Class E 220d Exclusive [2019-2019]",5500000,2019,"30000",1950,192,400,"5063",1860,5,80
"Renault","Kwid RXT [2015-2019]",319000,2018,"89059",799,53,72,"3679",1579,5,28
"Maruti Suzuki","Ertiga VDi",459999,2013,"77000",1248,89,200,"4265",1695,7,45
"Volvo","V40 D3 R-Design",2100000,2018,"42000",1984,150,350,"4370",1783,5,60
"Maruti Suzuki","Baleno Delta 1.2",685000,2017,"58146",1197,83,115,"3995",1745,5,37
"Toyota","Etios GD",300000,2013,"75000",1364,68,170,"4265",1695,5,45
"Mercedes-Benz","GLE 250 d",5400000,2018,"50500",2143,201,500,"4819",2141,5,93
"Mercedes-Benz","A-Class Sedan 200d",4100000,2022,"3826",1950,147,320,"4549",1796,5,43
"Mercedes-Benz","GLS 350 d",6875000,2019,"53000",2987,255,620,"5130",1934,7,100
"Hyundai","Creta SX 1.6 (O) Petrol",1115000,2018,"37000",1591,122,151,"4270",1780,5,55
"Honda","City V CVT Petrol [2017-2019]",761000,2017,"38000",1497,117,145,"4440",1695,5,40
"Maruti Suzuki","Baleno Zeta 1.2",825000,2021,"8499",1197,83,115,"3995",1745,5,37
"Hyundai","Elite i20 Magna 1.4 CRDI [2016-2017]",650000,2016,"61181",1396,89,220,"3985",1734,5,45
"Honda","Jazz V Petrol",565000,2017,"45000",1199,89,110,"3955",1694,5,40
"Hyundai","Grand i10 NIOS Sportz AMT 1.2 Kappa VTVT",685000,2021,"9232",1197,82,114,"3805",1680,5,37
"Hyundai","Elite i20 Magna Executive 1.2",609000,2018,"42601",1197,82,115,"3985",1734,5,45
"Mahindra","Scorpio LX BS-III",365000,2009,"90000",2179,120,290,"4430",1817,8,60
"Audi","Q7 45 TDI Premium Plus",5175000,2016,"65000",2967,245,600,"5052",1968,7,75
"Toyota","Innova 2.8 ZX AT 7 STR [2016-2020]",2175000,2018,"40000",2755,172,360,"4735",1830,7,55
"Ssangyong","Rexton RX7",675000,2013,"106223",2696,184,402,"4755",1900,7,78
"Honda","Amaze 1.2 S i-VTEC Opt",480000,2016,"50000",1198,87,109,"3990",1680,5,35
"BMW","5-Series 520d Luxury Line [2017-2019]",5800000,2020,"30000",1995,188,400,"4936",1868,5,65
"Audi","Q7 45 TDI Technology Pack",6700000,2018,"39850",2967,245,600,"5052",1968,7,75
"Hyundai","Elantra 1.6 SX AT",625000,2014,"80000",1582,126,259,"4530",1775,5,56
"Isuzu","MU-X 4x2",1791000,2017,"96095",2999,174,380,"4825",1860,7,65
"Maruti Suzuki","Eeco 5 STR WITH A/C+HTR [2019-2020]",422000,2018,"12768",1196,73,101,"3675",1475,5,40
"Audi","A4 Premium Plus 40 TFSI",4200000,2021,"12321",1984,188,320,"4762",1847,5,54
"Toyota","Corolla Altis VL AT Petrol",1295000,2018,"65100",1798,138,173,"4620",1775,5,55
"Hyundai","Grand i10 Asta 1.2 Kappa VTVT (O) [2013-2017]",495000,2017,"30000",1197,81,114,"3765",1660,5,43
"Tata","Tiago Revotron XTA [2017-2019]",585000,2019,"12000",1199,84,114,"3746",1647,5,35
"Mercedes-Benz","C-Class C 220d Progressive [2018-2019]",3950000,2019,"33000",1950,192,400,"4686",1810,5,66
"Mercedes-Benz","E-Class E 220d Exclusive [2019-2019]",7475000,2021,"13000",1950,192,400,"5063",1860,5,80
"Skoda","Rapid Elegance 1.6 MPI AT",425000,2013,"57000",1598,103,153,"4386",1699,5,55
"Mercedes-Benz","E-Class E 220d Expression [2019-2019]",4150000,2017,"48000",1950,192,400,"5063",1860,5,80
"Audi","Q7 35 TDI Premium Plus + Sunroof",2475000,2012,"118000",2967,241,550,"5089",1983,7,100
"BMW","5-Series 520d Sport Line",2990000,2017,"44000",1995,188,400,"4936",1868,5,57
"Renault","Duster 85 PS RxL Diesel",280000,2013,"99000",1461,84,200,"4315",1822,5,50
"BMW","6-Series GT 630d Luxury Line [2018-2019]",5100000,2019,"79000",2993,265,620,"5091",1902,5,68
"Maruti Suzuki","Wagon R LXI CNG (O)",310000,2014,"82000",998,58,77,"3599",1495,5,35
"Honda","Jazz V AT Petrol",595000,2016,"80000",1199,89,110,"3955",1694,5,40
"Jeep","Compass Limited 2.0 Diesel [2017-2020]",1240000,2017,"57000",1956,171,350,"4395",1818,5,60
"Maruti Suzuki","Eeco 5 STR WITH A/C+HTR [2019-2020]",328000,2018,"26807",1196,73,101,"3675",1475,5,40
"Hyundai","Elite i20 Sportz 1.2",625000,2018,"23000",1197,82,115,"3985",1734,5,40
"Maruti Suzuki","Swift VDi",409999,2015,"112000",1248,74,190,"3850",1695,5,42
"Maruti Suzuki","Swift DZire ZXI",545000,2015,"70000",1197,85,114,"3995",1695,5,42
"Volkswagen","Polo Trendline 1.0L (P)",699000,2019,"53929",999,75,95,"3971",1682,5,45
"Maruti Suzuki","Celerio LXi",390000,2014,"49580",998,67,90,"3600",1600,5,35
"Toyota","Corolla Altis GL",680000,2014,"85000",1364,87,205,"4620",1775,5,50
"Maruti Suzuki","Ciaz ZDi SHVS",625000,2015,"61000",1248,89,200,"4490",1730,5,43
"Maruti Suzuki","Wagon R LXi LPG",235000,2012,"35000",998,46,85,"3595",1475,5,28
"Mahindra","Scorpio S2",951000,2016,"42000",2523,75,200,"4456",1820,8,60
"Jeep","Compass Limited 1.4 Petrol AT [2017-2020]",1350000,2017,"70000",1368,160,250,"4395",1818,5,60
"Hyundai","i10 Magna 1.2 Kappa2",325000,2013,"15780",1197,79,112,"3585",1595,5,35
"Audi","Q7 35 TDI Premium + Sunroof",2600000,2015,"46000",2967,241,550,"5089",1983,7,100
"Maruti Suzuki","Ciaz ZXI+",640000,2016,"50800",1373,91,130,"4490",1730,5,43
"Audi","A6 Technology 45 TFSI",5300000,2020,"36000",1984,241,370,"4939",1886,5,73
"Volvo","XC60 Inscription [2017-2020]",5800000,2019,"3500",1969,235,480,"4688",1902,5,71
"Maruti Suzuki","Vitara Brezza ZDi",801000,2018,"30000",1248,89,200,"3995",1790,5,48
"Mahindra","Scorpio S6 Plus 1.99 [2016-2017]",1090000,2017,"19000",1997,120,280,"4456",1820,8,60
"Maruti Suzuki","Alto VXi",245000,2014,"31100",998,67,90,"3620",1475,5,35
"Honda","Amaze 1.2 S i-VTEC",475000,2014,"65000",1198,87,109,"3990",1680,5,35
"Toyota","Fortuner 2.8 4x4 AT [2016-2020]",2800000,2017,"49000",2755,174,450,"4795",1855,7,80
"Audi","A3 35 TDI Premium",2950000,2020,"11000",1968,141,320,"4456",1796,5,50
"Hyundai","Grand i10 Magna 1.2 Kappa VTVT [2013-2016]",545000,2019,"28000",1197,81,114,"3765",1660,5,43
"Ford","Endeavour Titanium 2.0 4x2 AT",3975000,2021,"9400",1996,168,420,"4903",1869,7,80
"Mercedes-Benz","GLC 220 d Progressive",4200000,2017,"77000",2143,168,400,"4656",1890,5,66
"Hyundai","Xcent SX CRDi",434999,2017,"27000",1186,74,190,"3995",1660,5,43
"Renault","Kwid RXT [2015-2019]",315000,2017,"15507",799,53,72,"3679",1579,5,28
"Ssangyong","Rexton RX6",900000,2016,"70000",2696,162,340,"4755",1900,7,78
"Honda","City VX",550000,2015,"44000",1497,117,145,"4440",1695,5,40
"BMW","X3 xDrive-20d xLine",4400000,2018,"70000",1995,190,400,"4657",1881,5,67
"Toyota","Fortuner 3.0 4x2 AT",1600000,2015,"145000",2982,169,360,"4705",1840,7,80
"Datsun","Redigo T(O) 1.0 [2017-2019]",198000,2017,"24000",999,67,91,"3429",1560,5,28
"Hyundai","i10 Magna 1.1 LPG",225000,2014,"47721",1086,68,99,"3585",1595,5,35
"Renault","Kwid RXT [2015-2019]",315000,2017,"15507",799,53,72,"3679",1579,5,28
"Honda","City V",775000,2018,"39000",1497,117,145,"4440",1695,5,40
"Maruti Suzuki","DZire VXi AMT",625000,2017,"58000",1197,82,113,"3995",1735,5,37
"Hyundai","Creta SX Plus 1.6 CRDI Dual Tone",775000,2015,"82000",1582,126,265,"4270",1780,5,60
"Toyota","Innova 2.4 G 7 STR [2016-2017]",1549000,2018,"95315",2393,148,343,"4735",1830,7,55
"BMW","3-Series 320d Prestige",1679000,2016,"46000",1995,188,400,"4633",1811,5,57
"Maruti Suzuki","Swift ZXi AMT [2018-2019]",725000,2019,"11874",1197,82,113,"3840",1735,5,37
"Hyundai","Verna Fluidic 1.6 CRDi SX",540000,2014,"86000",1582,126,260,"4370",1700,5,43
"Volkswagen","Polo Highline1.2L (D)",350000,2014,"111000",1199,74,180,"3970",1682,5,45
"Volvo","V40 D3 R-Design",1689999,2015,"50000",1984,150,350,"4370",1783,5,60
"Nissan","Magnite XL",625000,2021,"28000",999,71,96,"3994",1758,5,40
